,title,hits
503,D-51 살덜찌게 술마시는법 🍺 ( #다이어트브이로그 #다이어트 #바디프로필 #직장인다이어트 ),6207
592,이 버튜버는 「양주」를 처음 마셔봤습니다. - 첫 양주 술먹방,5105
470,혼술먹방 아침부터 밤까지 1일2술하는 30대여자의 일상vlog,5046
541,그동안 알았던 고추장찌개는 잊어라! 진정한 밥도둑 초간단 고추장찌개 레시피,4922
416,[별별상담소] '음주·가무' 안 해서 결혼했는데…술 먹으면 '오줌싸개' 되는 남편 / JTBC 사건반장,4702
521,뉴욕직장인vlog🇺🇸 사람사는거 다 똑같더라 술마시고 운동하고 힐링하고,4525
401,"편의점에서 하이볼을 파네요.. #shorts (편의점 술 추천, 리뷰, 혼술)",4446
523,[3D운전교실] 음주단속 끝나자마자 술 마시기 ㅋㅋㅋ,4410
432,[트롯박스] 술 한잔 당길때 들으면 좋은 노래 모음,4399
472,그냥 막걸리가 아니라 세 번에 걸쳐서 빚은 술 ‘삼양주’┃한 달이라는 시간과 정성이 들어가 더욱 맛있는 전통주┃양평에서 나는 친환경 재료로 만든 국화 막걸리┃고향민국┃#골라듄다큐,4198
616,"모르면 손해, 마곡에서 핫한 술집 #내돈내산후기 #shorts #단토리",4138
549,술은 정신력이다 친구보다 뻗지말자 ㅋㅋ#술자리 #술진상 #주사 #술친구 #술주정 #취객,4089
504,게 맛이 나는 술 #shorts,3373
485,"여자 혼자 남자 2명과 술 냄새나는 강릉입니다 (ft. 성심당, 매운갈비찜, 볶음밥, 소주, 허니홈비, 강릉샌드) | 함께 술 먹방 브이로그",3308
497,"""술 먹고 오지 마요""…이 말에 술 취한 채 숨겨 들고 온 물건은? (자막뉴스) / SBS",3167
492,숙취에 시달리는 다이어트 (다신 술 안마셔),3004
533,[환술연애] EP1. 헤어진 연인과 술 마실 수 있습니까? #술트리트파이터,2822
476,"이 방법으로 15년 만에 술, 담배, 게임 중독에서 벗어났습니다ㅣ도파민 중독 해결 방법ㅣ베스트셀러 도파민네이션 리뷰",2725
519,술동무~~ 8월 18일금요일,2724
555,글렌고인 10년은 조금 아쉬워,2673
567,현우인생 325일차 황사장 수영다하고 간식드시네요ㅎㅎ #babyboy #baby #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아 #세부 #더리프,2637
481,"[ 술먹방 vlog ] 숲 속 야장 방학동 가든포차에서 가성비 안주와 달리고 왔습니다! ( feat. 닭도리탕, 훈제삼겹살, 감자전, 돈가스 )",2443
507,2천원이면 집앞으로 받아 마시는 초특급 가성비소주,2403
614,대깨 우르프 갑니다!,2258
577,아침 밥도 줬는데 일 하기 싫어 하는 고양이,2236
606,현우인생 313일차 황사장 서당에 공부하러 왔습니다ㅋㅋ #babyboy #아기모델 #아기브이로그 #현실육아 #赤ん坊 #육아브이로그 #baby #굿사진스튜디오 #돌사진,2233
525,나만 몰랐던 이것 / 술에 타주니 알쓰도 뿅가게 만드는 아이템 / 술자리에서 인싸가 되고싶다면 #shorts,2231
594,"술에 취해 냉동고에 들어간 남성 ""취해서 기억이 나질 않는다.."" #shorts",2222
491,"비오는 날엔 국밥에 소주 국룰이지라 (혼술, 술먹방)",2144
561,현우인생 325일차 황사장 지프니타고 너무좋아하는거 아니가?ㅋㅋ #babyboy #baby #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아 #세부 #더리프 #여름휴가,2080
590,현우인생 340일차 황사장 백화점 와서도 난리네ㅋㅋ #babyboy #baby #육아브이로그 #아기모델 #아기브이로그 #赤ん坊 #현실육아,2043
585,현우인생309일차 황사장 갑자기 귀가 간지럽지?ㅋㅋ #babyboy #아기브이로그 #赤ん坊 #아기모델 #육아브이로그 #현실육아 #baby,2015
584,현우인생 340일차 황사장 지하철타고 나가는데 신기한게 많나보네요ㅋㅋ #babyboy #baby #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아,1934
566,엽떡에 혼술 하다가 기절해버림,1933
613,시간의 숲 진지 빡겜 본계정 솔로랭크 1일차,1714
557,"가성비 오지는 만원대 위스키와 안주 추천❗️(ft.피자,닭강정,크래미)",1667
623,[슬롯 실시간] 첫충최대 70% 혜자놀이터! 지수랑 할래? #슬롯 #슬롯실시간 #슬롯소연,1509
624,[슬롯 실시간] 월요일 너~무 싫다 우리 다같이 월요병 힘내봐요! #슬롯 #슬롯실시간,1436
634,[혼술의사 맛집] 1인 16만원 미들급 스시 오마카세를 즐기고 오다,1257
450,저는 술... 이거 말해도 돼요? [E상한X들] #shorts,1145
597,현우인생327일차 황사장 물놀이할때 표정ㅋㅋ 귀엽노ㅋㅋ #babyboy #baby #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아 #쉐라톤 #세부 #여름휴가 #대구fc,1076
617,레몬 막걸리 만들어 팔았더니? 반응이 너무 좋아서 양조장까지 차림ㅋㅋㅋ,1039
633,"덕산리솜, 예산시장, 내포신도시!!",951
608,술 취해 역주행한 30대...정상 주행 차 들이받고 검거 / YTN,848
627,트리스타나 상대법,839
609,아무리 좋은 것도 나누어야 제맛입니다! 술도 나누고~ 텃밭도 나누고~ 낭만도자기 - [최이장의좋은사람들],757
604,제가 시키는 거 다 하시느니 그냥 술 끊는 게 빠를 수도 있어요 / 뇌기능 살려서 술 끊기 2탄,744
540,"매일 술 먹는 인생, 백수가 되어도 변함없는 혼술 브이로그",698
626,핫한술무살🖤🍺💦😵 #얘진짜잘놀아#20#술#04#뽀로로,659
514,[떠아나랑술] 만취까지는 아니야! 그냥 취정도? (f.이개미) #술먹방 #mukbang #혼술,626
579,베트남 무이네 해산물 요리 공심채와 새우구이 가재구이 마늘 볶음밥 #shorts,554
583,"[Shorts] 어, 엄마? 데일리코리안이 아닌 데일리알코리안🌐| 경험자가 알려준다! 당신의 건강을 책임지는 술 거절 방법!!🙅‍♀️",502
522,혼자 조용히 술 마시는 남자 - 두번째 딘스톤 12Y / 위스키VLOG,484
601,현우인생 324일차 필리핀와서도 잘주무시는 황사장ㅋㅋ #babyboy #赤ん坊 #baby #아기브이로그 #육아브이로그 #아기모델 #현실육아 #필리핀 #세부맘 #더리프,477
607,"술 취한 버스기사, 승객 태우고 20㎞ 운행 적발 / 연합뉴스TV (YonhapnewsTV)",473
548,쫄면떡볶이 뜨거우니깐 진달래맥주 술먹방 쇼츠먹방,472
631,"[Shorts] 아 과음했으니까 숙취해소제 먹어야겠다😵‍💫, 아직까지도 속고 계시나요?? 숙취해소제의 진실! 알려드립니다‼️| 대학생의 카톡 시뮬레이션",378
493,전국에서 가장 술 많이 마시는 곳은? #디지털뉴스,371
581,야식 술안주 뚝딱 마늘버터전복구이 #전복요리 #야식 #간단요리 #술안주,339
618,6.25 전쟁에도 살아 남은 국밥집,335
495,[vlog] 술과 다이어트가 공생할 수는 없는 건가요? | 직장인 브이로그 | 운동 브이로그🏋🏻‍♀️ | 헬스 브이로그 | 직장인 새벽운동 | 데드리프트 70kg,331
620,개구리는 먹어봤어도 황소개구리 구이 먹방은 소주랑찰떡궁합 제주 5일장 #1차아니고2차,328
591,닭꼬치가 이런맛이🍡소주가 땡기네🥂금천구 맛집,323
575,현우인생 325일차 황사장 물놀이 너무 잘하는거 아니가!?ㅎㅎ #baby #babyboy #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아 #세부 #더리프,302
529,일격필살 발도술!|바람의 검심 7화 리뷰|,285
588,현우인생 341일차 황사장 오늘 외출 나갔다가 이렇게 잔다고?ㅋㅋ #babyboy #baby #아기브이로그 #현실육아 #赤ん坊 #아기모델 #육아브이로그,278
600,현우인생331일차 황사장 어디까지 굴러갈려하나ㅋㅋ #babyboy #아기브이로그 #육아브이로그 #赤ん坊 #baby #아기모델 #현실육아,270
501,혼자 조용히 술 마시는 남자 - 달모어 12Y / 위스키VLOG,262
580,현우인생319일차 황사장 밥먹다가 아빠보고 올려카누ㅋㅋ #baby #babyboy #육아브이로그 #현실육아 #赤ん坊 #아기모델 #아기브이로그 #문센,255
386,술,253
571,현우인생334일차 황사장 식사하시는데 입주변이 난리구먼ㅋㅋ #babyboy #baby #육아브이로그 #赤ん坊 #아기모델 #아기브이로그 #현실육아,223
509,연습1번에 소주한병 사라짐 #소주 #오빠 #소주오빠 #술따기 #오늘도예술 #개인기 #k컬쳐 #손현 #sojutalk #oppa #todayart #kculture #병뚜껑,212
538,술과 담배… 그리고 피파,206
576,무당집 아니에요 칵테일바에요 신당주신당 #food #맛집 #koreanfood #shorts #술,206
505,혼자 조용히 술 마시는 남자 - 솔송주,193
524,혼자 조용히 술 마시는 남자 - 스칼리웩 / 위스키VLOG,189
570,현우인생 325일차 황사장 세부에서 먹는 망고맛 좋지?ㅋㅋ #baby #babyboy #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아 #세부맘 #더리프,161
515,[ 아주대맛집 l 빨석구 ] 단우맘과 아대 추억여행. 고집불통 대리비 내기부터 우동면 매듭 사건 까지,161
574,현우인생332일차 누가 황사장 밥 뺏어먹을까봐 급하게 드시네ㅋㅋ #babyboy #baby #아기브이로그 #육아브이로그 #현실육아 #赤ん坊 #아기모델,160
498,💡술 칼로리 정보(⚠️술 먹방아님 주의),134
569,비바람에 처참히 패배한 제주도 음주 VLOG | 월정리 맛집 고기국수 해장부터 숙성회에 한 잔까지 가보자고 | 선술zip #02,128
587,현우인생320일차 황사장 치즈 너무 맛나게먹는거 아닙니까ㅋㅋ #babyboy #baby #육아브이로그 #赤ん坊 #아기브이로그 #현실육아 #아기모델 #먹방,126
582,[Shorts] “아 주량보다 덜 마시면 그게 절주 아닌가~?” 라고 생각하셨나요? 그렇다면 저위험음주 꼭 일고가세요!| 대학생의 절주 시뮬레이션‼️,101
578,현우인생 325일차 호캉스 지대로 즐기시는 황사장 #baby #babyboy #아기브이로그 #육아브이로그 #赤ん坊 #아기모델 #현실육아 #세부여행 #세부더리프,95
66,"술 배틀, 물 배틀, 댄스 배틀, 전화 배틀 in 충북 괴산",93
558,소맥과 하이볼의 공통점? 술 섞어 마시면 더 빨리 취하는 이유는? /리빙톡,88
598,술먹방 #랜다 #빡빡이 #장유 #김해 #울산 #마산 #창원 #부산 #경남 #상주 #일산,87
543,[Shorts] 술 VS 담배 과연 무엇이 더 몸에 해로울까? 공주시 시민분들의 의견을 물어봤다‼️| 대학생들의 캠페인 vlog,84
619,엄마를 위해 칵테일을 한 잔 말아봤습니다. feat 배추삼겹찜,50
508,[한송이작사곡] #술이된눈물#이성규#둥지작곡가차태일#한송이작사곡#이력서#님의향기#저리가#작곡가차태일,49
510,맥주 팝콘 술먹방 아무말 대잔치 /만18세 이상 볼 수 있음,33
535,"혼자 조용히 술 마시는 남자 - 두번째 에버펠디 12Y, 칭따오 / 위스키VLOG",31
599,세부가기 2일전 마지막 연습 하기 #프리다이버 #세부 #세부맘 #여름휴가 #대구fc,28
559,"휴가 기간에 떠난 워크숍, 최선을 다해 놀고 온 이번 랠리ㅋㅋ (술냄새 주의)",28
479,술이 취해 체중계 안고 자고 노래방에서 사족보행 한 썰 푼다 ㅋㅋ 과연 그 이유는 무엇일까요??| 대학생의 어마무시한 흑역사를 풀어주는 절주라디오‼️,22
527,한국의 미드(mead) 벌꿀술을 마셔봤습니다. #술추천 #꿀술 #미드,21
602,현우인생 340일차 황사장 요즘 잠잘때 진짜 아저씨처럼 자네ㅋㅋ #babyboy #육아브이로그 #baby #아기브이로그 #현실육아 #赤ん坊 #아기모델,20
586,현우인생 322일차 오늘도 난장판을 만드는 황사장 ㅋㅋ #baby #babyboy #아기브이로그 #육아브이로그 #현실육아 #赤ん坊 #아기모델,15
560,[shorts] 마신 술 양으로 제 2의 한강 만든 썰 푼다 𐨛𐨛𐨛𐨛𐨛 | 성인이라면 겪어봤을 음주 흑역사!! 혹시 찔리셨나요?🤷,15
603,현우인생 340일차 황사장 간식으로 블루베리 주니깐 버리노ㅜㅜㅋㅋ #baby #babyboy #아기브이로그 #아기모델 #육아브이로그 #현실육아 #赤ん坊 #블루베리,13
595,현우인생 337일차 황사장 예비군 훈련왔습니다!! 대한독립만세!!! #babyboy #baby #아기브이로그 #赤ん坊 #아기모델 #육아브이로그 #현실육아 #문센,8
589,짠내나는 #홈트 3일차 - 주말,6
